layer_index,method_key,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,layer_output_relative_mse,layer_output_cosine
11,attn_rot_lm_w4a3_hlm_k4v3,0.038346937547127403,0.00832606665790081,0.05974654108285904,0.760546863079071,0.12983198463916779,0.9328380227088928
11,attn_rot_lm_w4a4_hlm_k4v4,0.016987599975739915,0.004612192045897245,0.04169224947690964,0.793408215045929,0.07076852023601532,0.9647934436798096
11,fp16,0.0,0.0,0.0,1.0,0.0,1.0
12,attn_direct_absmax_w4a4_absmax_k4v4,0.40229544291893643,0.09149947017431259,0.503044843673706,0.4809326231479645,1.3909538984298706,0.1306578516960144
12,attn_rot_absmax_w4a4_hlm_k4v4,0.12092885902772348,0.035673946142196655,0.14617136120796204,0.6921631097793579,1.7197768688201904,0.5565691590309143
12,attn_rot_lm_w3a4_hlm_k3v4,0.05181692416469256,0.020313236862421036,0.16222237050533295,0.639111340045929,0.2578231990337372,0.8769090175628662
12,attn_rot_lm_w4a3_hlm_k4v3,0.051102742397536836,0.007422902155667543,0.05776292830705643,0.772290050983429,0.1691291332244873,0.913512110710144
12,attn_rot_lm_w4a4_hlm_k4v4,0.022293508091631036,0.004953895229846239,0.04740624129772186,0.768237292766571,0.09539666771888733,0.9515410661697388
12,fp16,0.0,0.0,0.0,1.0,0.0,1.0
13,attn_direct_absmax_w4a4_absmax_k4v4,0.3836966852347056,0.1769304722547531,0.43375611305236816,0.42216795682907104,1.550183653831482,0.12406578660011292
13,attn_rot_absmax_w4a4_hlm_k4v4,0.10893590872486432,0.03281237930059433,0.11343204975128174,0.67578125,1.4038898944854736,0.6325204372406006
13,attn_rot_lm_w3a4_hlm_k3v4,0.04958471221228441,0.02142113633453846,0.1566847860813141,0.6234375238418579,0.2484460324048996,0.8779128789901733
13,attn_rot_lm_w4a3_hlm_k4v3,0.04358961603914698,0.00834294781088829,0.05607860907912254,0.751660168170929,0.14940401911735535,0.9226149916648865
13,attn_rot_lm_w4a4_hlm_k4v4,0.01950497707972924,0.005460742861032486,0.04971626028418541,0.753955066204071,0.08651961386203766,0.9570505023002625
13,fp16,0.0,0.0,0.0,1.0,0.0,1.0
14,attn_direct_absmax_w4a4_absmax_k4v4,0.33366090307633084,0.2601255178451538,0.5836533308029175,0.4679931700229645,1.2853376865386963,0.2737090289592743
