a_bits,block_size,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_block_size,kv_method,kv_rotation_backend,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,linear_rotation_backend,method,method_key,mxfp4_group_size,o_proj_domain_block_size,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.5110031366348267,0.008029096759855747,10.061421394348145,4,0.003974589519202709,0.012428387068212032,K4V4,64,hadamard_lm,hadamard,model.layers.18.self_attn,18,0.953312337398529,0.09178290516138077,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.962400496006012,0.07547342777252197,0.9623967409133911,0.07547371834516525,0.9923659563064575,0.015374690604706606,0.005999313667416573,0.19288362562656403,0.008029096759855747,0.020545832812786102,0.904711902141571,4,0.036150168627500534,o_proj_absorb,0.045314859598875046,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.1920794248580933,0.005797713063657284,7.492797374725342,4,0.0026456902269273996,0.011184497736394405,K4V4,64,hadamard_lm,hadamard,model.layers.18.self_attn,18,0.9687830209732056,0.06216013804078102,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9739313721656799,0.05285068228840828,0.9739277958869934,0.052850235253572464,0.9950134555498759,0.010034715058282018,0.003966116812080145,0.13927891850471497,0.005797713063657284,0.016643226146697998,0.9118407964706421,4,0.02349233813583851,o_proj_absorb,0.03238580748438835,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.1424055099487305,0.019246986135840416,25.00189971923828,3,0.006417844910174608,0.036995962262153625,K3V4,64,hadamard_lm,hadamard,model.layers.18.self_attn,18,0.9155803918838501,0.16396743059158325,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9243670105934143,0.14815308153629303,0.9243637919425964,0.14815229177474976,0.9884951512018839,0.02326895932977398,0.009859740734100342,0.4623718857765198,0.019246986135840416,0.05168836563825607,0.8499755859375,4,0.053529292345047,o_proj_absorb,0.061866119503974915,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.19.self_attn,19,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.4511497020721436,0.009987430647015572,15.221135139465332,4,0.008029242977499962,0.016468407586216927,K4V4,64,hadamard_lm,hadamard,model.layers.19.self_attn,19,0.937559187412262,0.12459414452314377,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9485213160514832,0.10508677363395691,0.9485180377960205,0.10508634895086288,0.9888546069463094,0.022527462802827358,0.008593390695750713,0.27073392271995544,0.009987430647015572,0.02215443179011345,0.8897705078125,4,0.0509597547352314,o_proj_absorb,0.059832341969013214,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.6018681526184082,0.006547881755977869,8.793791770935059,4,0.003708933014422655,0.012217964977025986,K4V4,64,hadamard_lm,hadamard,model.layers.19.self_attn,19,0.941573977470398,0.12814617156982422,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9492191076278687,0.11475690454244614,0.9492154717445374,0.11475721746683121,0.9922031164169312,0.01572240423411131,0.005058333743363619,0.17749646306037903,0.006547881755977869,0.017206117510795593,0.9089111089706421,4,0.03839994594454765,o_proj_absorb,0.04761071503162384,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.004563808441162,0.004768948536366224,7.2643938064575195,4,0.002312206896021962,0.010948791168630123,K4V4,64,hadamard_lm,hadamard,model.layers.19.self_attn,19,0.9583591222763062,0.08292673528194427,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9636597633361816,0.0731460377573967,0.9636561274528503,0.07314621657133102,0.9948000311851501,0.010451372945681214,0.0032994109205901623,0.12927410006523132,0.004768948536366224,0.012019147165119648,0.9154052734375,4,0.02574250102043152,o_proj_absorb,0.03516565263271332,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.9961538314819336,0.018979527056217194,23.950220108032227,3,0.006196868140250444,0.03614124655723572,K3V4,64,hadamard_lm,hadamard,model.layers.19.self_attn,19,0.8915210962295532,0.2432645559310913,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9069532155990601,0.22944839298725128,0.9069493412971497,0.22944962978363037,0.9873422185579935,0.025642731382201116,0.008331495337188244,0.5144868493080139,0.018979527056217194,0.046250078827142715,0.851733386516571,4,0.06239983066916466,o_proj_absorb,0.0714070200920105,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.20.self_attn,20,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,2.113662004470825,0.011141922324895859,13.875104904174805,4,0.006898348219692707,0.01543151680380106,K4V4,64,hadamard_lm,hadamard,model.layers.20.self_attn,20,0.9487152099609375,0.10471729189157486,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9591298699378967,0.08975778520107269,0.9591258764266968,0.08975674957036972,0.9906450907389323,0.01885717020680507,0.007175784558057785,0.28660425543785095,0.011141922324895859,0.02421467751264572,0.8962157964706421,4,0.04249737784266472,o_proj_absorb,0.05111825093626976,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.5578478574752808,0.0070488047786056995,9.177383422851562,4,0.0035957349464297295,0.011994333937764168,K4V4,64,hadamard_lm,hadamard,model.layers.20.self_attn,20,0.9507688283920288,0.09879757463932037,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9592998027801514,0.08501596748828888,0.9592956304550171,0.08501528203487396,0.9926717877388,0.014850125648081303,0.004398070275783539,0.1813167780637741,0.0070488047786056995,0.017705705016851425,0.9085693359375,4,0.03655657172203064,o_proj_absorb,0.045001786202192307,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.6767060160636902,0.0047636451199650764,7.384341239929199,4,0.0022585096303373575,0.010748252272605896,K4V4,64,hadamard_lm,hadamard,model.layers.20.self_attn,20,0.9660953879356384,0.06733200699090958,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9703938364982605,0.05950400233268738,0.9703891277313232,0.059504441916942596,0.9951332211494446,0.009824736043810844,0.0028424577321857214,0.12253549695014954,0.0047636451199650764,0.013414444401860237,0.9166015386581421,4,0.024373240768909454,o_proj_absorb,0.03312921151518822,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.66127872467041,0.019016537815332413,24.22405433654785,3,0.006064776796847582,0.036003656685352325,K3V4,64,hadamard_lm,hadamard,model.layers.20.self_attn,20,0.9080963134765625,0.18430063128471375,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9214754700660706,0.16757577657699585,0.921471118927002,0.1675756871700287,0.9884500503540039,0.02333273459225893,0.007057508919388056,0.48916342854499817,0.019016537815332413,0.048448171466588974,0.8516601324081421,4,0.05687591806054115,o_proj_absorb,0.06528807431459427,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.21.self_attn,21,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.1356468200683594,0.012284742668271065,10.684463500976562,4,0.0063745807856321335,0.014875687658786774,K4V4,64,hadamard_lm,hadamard,model.layers.21.self_attn,21,0.9753121733665466,0.048796117305755615,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9664565920829773,0.06749052554368973,0.9664527773857117,0.06749027222394943,0.9903533458709717,0.01943931293984254,0.00666503980755806,0.18709620833396912,0.012284742668271065,0.03175714612007141,0.895800769329071,4,0.04527831822633743,o_proj_absorb,0.054085128009319305,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.0633913278579712,0.009238029830157757,7.873671054840088,4,0.0037592484150081873,0.012452409602701664,K4V4,64,hadamard_lm,hadamard,model.layers.21.self_attn,21,0.977957546710968,0.04380734637379646,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9701451659202576,0.05914146453142166,0.9701414704322815,0.05914135277271271,0.9921449422836304,0.015853225796793897,0.004382964689284563,0.14069487154483795,0.009238029830157757,0.021134816110134125,0.9111083745956421,4,0.039417464286088943,o_proj_absorb,0.04854245483875275,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9717448949813843,0.008375823497772217,7.219776153564453,4,0.0025176522321999073,0.011125687509775162,K4V4,64,hadamard_lm,hadamard,model.layers.21.self_attn,21,0.984549343585968,0.030731039121747017,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9762577414512634,0.04699860140681267,0.9762538075447083,0.04699866101145744,0.9947617848714193,0.010586093335102001,0.0028841858729720116,0.1275635063648224,0.008375823497772217,0.020502997562289238,0.9106200933456421,4,0.026356441900134087,o_proj_absorb,0.03541821241378784,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.0020699501037598,0.026698505505919456,22.015222549438477,3,0.006521872244775295,0.03683795779943466,K3V4,64,hadamard_lm,hadamard,model.layers.21.self_attn,21,0.9594616889953613,0.07991322875022888,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9393118023872375,0.11971480399370193,0.9393080472946167,0.1197148859500885,0.9880744020144144,0.02436269757648309,0.007383863441646099,0.40661731362342834,0.026698505505919456,0.06236144155263901,0.8504394292831421,4,0.05918235704302788,o_proj_absorb,0.06825248152017593,3
