projection,method,bits,relative_mse_mean,relative_mse_median,relative_mse_min,relative_mse_max,cosine_mean,cosine_median,cosine_min,cosine_max,sqnr_db_mean,sqnr_db_median,sqnr_db_min,sqnr_db_max,relative_mse_p90,cosine_p90,sqnr_db_p90
q_proj,randortho_lm,3,0.03400708531791508,0.03400248475372785,0.0338964499533176,0.0342050716280937,0.983532805334438,0.9835415482521057,0.983383297920227,0.9836814999580384,14.684314597736705,14.684893608093262,14.65909481048584,14.698457717895508,0.034074521809816315,0.9835982084274291,14.694064712524414
q_proj,randortho_lm,4,0.009338666642592664,0.009337977506220299,0.0093035940080881,0.0093921991065144,0.9960139366713437,0.9960144758224487,0.9958838224411012,0.996190309524536,20.297161709178578,20.29747200012207,20.272327423095703,20.313491821289062,0.00936166150495404,0.9960841238498687,20.30917682647705
up_proj,direct_absmax,2,0.592201826247302,0.5920222103595734,0.589834988117218,0.5952137112617493,0.7371975346045061,0.7371498644351959,0.7341246604919434,0.7395908236503601,2.2753188501704824,2.276619791984558,2.2532706260681152,2.292694568634033,0.5945489883422852,0.7393142700195312,2.289549779891968
up_proj,direct_absmax,3,0.07840486141768364,0.07825999706983561,0.0766574889421463,0.080665998160839,0.9642219651829113,0.964318186044693,0.963185966014862,0.9649271368980408,11.057041991840709,11.064603328704834,10.93309497833252,11.15445327758789,0.07998214066028593,0.9648440062999726,11.13748550415039
up_proj,direct_absmax,4,0.01447136657820501,0.014448619447648449,0.0140789048746228,0.0149438790977001,0.9928742620078,0.9926774203777313,0.9923766851425172,0.9939900636672974,18.395508245988324,18.401737213134766,18.2553653717041,18.514310836791992,0.01477439384907483,0.9936431407928465,18.4927490234375
up_proj,hadamard_absmax,2,0.5873844813216816,0.5873345136642456,0.5868058204650879,0.5882793068885803,0.7442099424925718,0.7443435490131378,0.7432563304901123,0.7447256445884705,2.310776038603349,2.311144709587097,2.304164409637451,2.3150558471679688,0.5876774787902832,0.7445198059082031,2.313295841217041
up_proj,hadamard_absmax,3,0.0748312923718582,0.0748246386647224,0.0747518837451934,0.0749777853488922,0.9669770327481356,0.9669673442840576,0.9668424129486084,0.9672178626060486,11.259169015017422,11.2595534324646,11.250673294067385,11.263779640197754,0.07489942610263824,0.9670910477638246,11.262856197357179
up_proj,hadamard_absmax,4,0.013734371189705304,0.0137312347069382,0.0137172006070613,0.0137598095461726,0.9956215918064117,0.9956380128860474,0.995409607887268,0.9957629442214966,18.621913996609774,18.622904777526855,18.61387634277344,18.627344131469727,0.01374853216111652,0.99571293592453,18.626238059997558
up_proj,hadamard_lm,2,0.11592472615567116,0.1159204021096229,0.1158281192183494,0.1160421893000602,0.9426052543249998,0.942636102437973,0.9423574209213256,0.9427224397659302,9.358239564028652,9.35840129852295,9.353840827941896,9.361860275268556,0.11596970781683918,0.942700183391571,9.359816455841067
up_proj,hadamard_lm,3,0.03395454704084175,0.0339534543454647,0.0339213088154792,0.0339988134801387,0.9852872626347975,0.985309898853302,0.9850484728813172,0.9854264855384828,14.691021182320334,14.691160202026367,14.685362815856934,14.695273399353027,0.03397282436490057,0.9853809118270873,14.693688011169433
up_proj,hadamard_lm,4,0.009325233923101915,0.0093267383053898,0.0093125915154814,0.0093355737626552,0.99775491790338,0.9977755844593048,0.9975098371505736,0.997901201248169,20.303403507579457,20.302701950073242,20.29859161376953,20.309295654296875,0.00933061419054859,0.9978410363197328,20.30738067626953
up_proj,mxfp4,4,0.013885846784846308,0.0138403768651187,0.0137234656140208,0.0140825230628252,0.998543384400281,0.9987418949604034,0.9972374439239502,0.9993700981140136,18.574407057328656,18.588521003723145,18.513195037841797,18.62536239624023,0.01403505038470029,0.9990894556045533,18.6115140914917
up_proj,randhadamard_lm,2,0.11596930975263765,0.11597386002540586,0.1158366426825523,0.1160756200551986,0.9425818865949457,0.9426025748252869,0.9423947930336,0.942709982395172,9.356569810347123,9.356398582458496,9.35258960723877,9.361539840698242,0.11605336740612977,0.9426905512809752,9.359505748748779
up_proj,randhadamard_lm,3,0.03396947444839907,0.0339648108929395,0.033922404050827,0.0340152718126773,0.9852781404148448,0.9853047132492065,0.9850524067878724,0.9854148626327516,14.689112576571377,14.689708232879639,14.683260917663574,14.695134162902832,0.03399756252765651,0.9853653490543365,14.69130029678345
up_proj,randhadamard_lm,4,0.009329132143069345,0.0093291765078902,0.0093159778043627,0.009340981952846,0.9977533952756361,0.9977750480175018,0.9975151419639589,0.997889757156372,20.301588925448332,20.301566123962402,20.29607582092285,20.307714462280273,0.009338467475026811,0.9978446364402771,20.305362129211424
up_proj,randortho_lm,2,0.11604282361539923,0.1160366274416446,0.1159492284059524,0.1162801533937454,0.9425407729365609,0.9425561428070068,0.9423500895500184,0.9426624178886414,9.35381811315363,9.35404920578003,9.34494400024414,9.35732078552246,0.11609347090125081,0.9426435768604278,9.357142639160156
